data,preco,jogo
2025-02-12,"104,51",Prince of Persia The Lost Crown
2025-02-12,"104,51",Prince of Persia The Lost Crown
2025-02-12,"104,51",Prince of Persia The Lost Crown
2025-02-12,"104,51",Prince of Persia The Lost Crown
2025-02-12,"104,51",Prince of Persia The Lost Crown
