data,preco,jogo
2025-02-12,"52,93",CHRONO CROSS THE RADICAL DREAMERS EDITION
2025-02-12,"52,93",CHRONO CROSS THE RADICAL DREAMERS EDITION
2025-02-12,"52,93",CHRONO CROSS THE RADICAL DREAMERS EDITION
2025-02-12,"52,93",CHRONO CROSS THE RADICAL DREAMERS EDITION
2025-02-12,"52,93",CHRONO CROSS THE RADICAL DREAMERS EDITION
